lakename,year4,daynum,sampledate,depth,depth_id,totp,tot_kjdl_n,nh34,no23,po4,tn
"East Long Lake",1991,170,1991-06-19,0.65,3,18.000,480.000,6.232,2.475,7.000,
"East Long Lake",1991,170,1991-06-19,1.10,4,17.000,430.000,6.630,2.773,3.000,
"East Long Lake",1991,170,1991-06-19,1.45,5,18.000,448.000,6.266,1.972,,
"East Long Lake",1991,170,1991-06-19,2.60,6,17.000,393.000,6.092,1.323,3.000,
"East Long Lake",1991,170,1991-06-19,12.00,7,71.000,919.000,228.230,2.521,1.000,
"East Long Lake",1991,177,1991-06-26,0.00,1,17.000,514.000,15.947,2.442,6.000,
"East Long Lake",1991,177,1991-06-26,0.35,2,18.000,503.000,15.955,2.560,5.000,
"East Long Lake",1991,177,1991-06-26,0.65,3,16.000,496.000,14.551,1.836,4.000,
"East Long Lake",1991,177,1991-06-26,1.10,4,15.000,440.000,13.220,3.246,4.000,
"East Long Lake",1991,177,1991-06-26,1.60,5,15.000,457.000,17.698,2.843,5.000,
"East Long Lake",1991,177,1991-06-26,2.90,6,12.000,370.000,15.947,2.159,3.000,
"East Long Lake",1991,177,1991-06-26,12.00,7,58.000,822.000,414.203,3.654,22.000,
"East Long Lake",1991,184,1991-07-03,0.00,1,14.000,538.000,14.687,4.295,5.000,
"East Long Lake",1991,184,1991-07-03,0.30,2,12.000,454.000,8.638,3.605,2.000,
"East Long Lake",1991,184,1991-07-03,0.60,3,19.000,429.000,11.433,3.366,2.000,
"East Long Lake",1991,184,1991-07-03,1.20,4,15.000,419.000,10.667,3.446,8.000,
"East Long Lake",1991,184,1991-07-03,1.50,5,15.000,450.000,12.321,3.691,2.000,
"East Long Lake",1991,184,1991-07-03,2.60,6,15.000,400.000,9.616,3.326,7.000,
"East Long Lake",1991,184,1991-07-03,12.00,7,58.000,927.000,407.009,4.428,23.000,
"East Long Lake",1991,191,1991-07-10,0.00,1,15.000,405.000,13.776,3.102,2.000,
"East Long Lake",1991,191,1991-07-10,0.30,2,14.000,445.000,16.484,5.643,8.000,
"East Long Lake",1991,191,1991-07-10,0.70,3,19.000,392.000,12.195,3.092,5.000,
"East Long Lake",1991,191,1991-07-10,1.20,4,11.000,470.000,11.373,2.329,2.000,
"East Long Lake",1991,191,1991-07-10,1.60,5,10.000,390.000,14.749,3.749,5.000,
"East Long Lake",1991,191,1991-07-10,2.70,6,14.000,431.000,12.926,2.298,2.000,
"East Long Lake",1991,191,1991-07-10,12.00,7,77.000,1109.000,522.206,4.045,27.000,
"East Long Lake",1991,198,1991-07-17,0.00,1,10.000,599.000,23.377,4.245,4.000,
"East Long Lake",1991,198,1991-07-17,0.35,2,16.000,559.000,17.703,3.607,3.000,
"East Long Lake",1991,198,1991-07-17,0.65,3,14.000,555.000,21.221,3.794,3.000,
"East Long Lake",1991,198,1991-07-17,1.75,4,16.000,598.000,17.657,3.064,3.000,
"East Long Lake",1991,198,1991-07-17,2.25,5,12.000,610.000,19.278,4.265,4.000,
"East Long Lake",1991,198,1991-07-17,3.00,6,13.000,517.000,16.797,3.849,4.000,
"East Long Lake",1991,198,1991-07-17,12.00,7,63.000,1115.000,483.583,3.388,31.000,
"East Long Lake",1991,205,1991-07-24,0.00,1,13.000,523.000,14.443,2.612,2.000,
"East Long Lake",1991,205,1991-07-24,0.35,2,13.000,494.000,11.875,1.983,1.000,
"East Long Lake",1991,205,1991-07-24,0.65,3,13.000,503.000,8.999,1.977,2.000,
"East Long Lake",1991,205,1991-07-24,1.30,4,14.000,484.000,7.845,1.382,2.000,
"East Long Lake",1991,205,1991-07-24,1.65,5,12.000,462.000,9.114,1.877,2.000,
"East Long Lake",1991,205,1991-07-24,3.15,6,11.000,418.000,13.533,1.770,2.000,
"East Long Lake",1991,205,1991-07-24,12.00,7,74.000,1131.000,142.773,3.510,3.000,
"East Long Lake",1991,212,1991-07-31,0.00,1,8.000,580.000,9.771,2.694,0.000,
"East Long Lake",1991,212,1991-07-31,0.35,2,11.000,440.000,8.362,2.033,8.000,
"East Long Lake",1991,212,1991-07-31,0.60,3,10.000,401.000,6.368,1.644,1.000,
"East Long Lake",1991,212,1991-07-31,1.20,4,12.000,387.000,5.049,1.576,0.000,
"East Long Lake",1991,212,1991-07-31,1.70,5,10.000,389.000,7.659,1.589,2.000,
"East Long Lake",1991,212,1991-07-31,2.80,6,10.000,356.000,,,,
"East Long Lake",1991,212,1991-07-31,12.00,7,83.000,1065.000,488.929,3.069,18.000,
"East Long Lake",1991,219,1991-08-07,0.00,1,15.000,440.000,9.219,0.674,5.000,
"East Long Lake",1991,219,1991-08-07,0.37,2,16.000,2026.000,12.933,1.127,6.000,
"East Long Lake",1991,219,1991-08-07,0.75,3,22.000,412.000,14.428,1.670,2.000,
"East Long Lake",1991,219,1991-08-07,1.50,4,14.000,418.000,,0.880,1.000,
"East Long Lake",1991,219,1991-08-07,2.00,5,15.000,411.000,19.262,1.993,4.000,
"East Long Lake",1991,219,1991-08-07,3.40,6,11.000,356.000,13.887,0.750,4.000,
"East Long Lake",1991,219,1991-08-07,12.00,7,82.000,967.000,524.773,2.932,38.000,
"East Long Lake",1991,226,1991-08-14,0.00,1,15.000,442.000,11.581,0.427,1.000,
"East Long Lake",1991,226,1991-08-14,0.40,2,11.000,437.000,18.291,0.543,1.000,
"East Long Lake",1991,226,1991-08-14,0.85,3,12.000,424.000,9.774,1.844,0.000,
"East Long Lake",1991,226,1991-08-14,1.40,4,17.000,397.000,10.790,0.382,1.000,
"East Long Lake",1991,226,1991-08-14,1.90,5,16.000,399.000,9.774,1.338,4.000,
"East Long Lake",1991,226,1991-08-14,3.10,6,15.000,376.000,6.551,0.550,1.000,
"East Long Lake",1991,226,1991-08-14,12.00,7,74.000,1135.000,458.009,2.744,25.000,
"East Long Lake",1991,233,1991-08-21,0.00,1,10.000,518.000,14.012,1.234,7.000,
"East Long Lake",1991,233,1991-08-21,0.35,2,11.000,489.000,54.231,1.670,6.000,
"East Long Lake",1991,233,1991-08-21,0.75,3,12.000,489.000,28.754,1.219,7.000,
"East Long Lake",1991,233,1991-08-21,1.40,4,11.000,433.000,52.379,2.032,7.000,
"East Long Lake",1991,233,1991-08-21,1.80,5,14.000,499.000,14.855,1.099,6.000,
"East Long Lake",1991,233,1991-08-21,3.00,6,9.000,342.000,11.399,1.257,5.000,
"East Long Lake",1991,233,1991-08-21,12.00,7,65.000,1130.000,452.225,2.364,22.000,
"East Long Lake",1991,240,1991-08-28,0.00,1,13.000,489.000,,,,
"East Long Lake",1991,240,1991-08-28,0.40,2,12.000,534.000,,,,
"East Long Lake",1991,240,1991-08-28,0.80,3,11.000,563.000,,,,
"East Long Lake",1991,240,1991-08-28,1.40,4,11.000,495.000,,,,
"East Long Lake",1991,240,1991-08-28,1.90,5,10.000,458.000,,,,
"East Long Lake",1991,240,1991-08-28,3.10,6,11.000,392.000,,,,
"East Long Lake",1991,240,1991-08-28,12.00,7,65.000,1152.000,,,,
"East Long Lake",1991,247,1991-09-04,0.00,1,9.000,478.000,,,,
"East Long Lake",1991,247,1991-09-04,0.35,2,12.000,490.000,,,,
"East Long Lake",1991,247,1991-09-04,0.75,3,13.000,484.000,,,,
"East Long Lake",1991,247,1991-09-04,1.35,4,13.000,503.000,,,,
"East Long Lake",1991,247,1991-09-04,1.80,5,12.000,435.000,,,,
"East Long Lake",1991,247,1991-09-04,3.00,6,8.000,348.000,,,,
"East Long Lake",1991,247,1991-09-04,12.00,7,76.000,1161.000,,,,
"East Long Lake",1992,139,1992-05-18,0.00,1,30.570,689.440,,,,
"East Long Lake",1992,139,1992-05-18,0.25,2,23.220,727.690,,,,
"East Long Lake",1992,139,1992-05-18,0.60,3,19.900,576.670,,,,
"East Long Lake",1992,139,1992-05-18,1.00,4,17.850,490.130,,,,
"East Long Lake",1992,139,1992-05-18,1.40,5,18.100,468.460,,,,
"East Long Lake",1992,139,1992-05-18,2.40,6,19.200,453.800,,,,
"East Long Lake",1992,139,1992-05-18,12.00,7,87.400,1240.880,,,,
"East Long Lake",1992,146,1992-05-25,0.00,1,14.300,615.760,34.710,7.070,6.000,
"East Long Lake",1992,146,1992-05-25,0.39,2,17.510,636.350,8.630,3.810,11.000,
"East Long Lake",1992,146,1992-05-25,0.60,3,18.260,522.670,3.600,3.190,5.000,
"East Long Lake",1992,146,1992-05-25,1.10,4,16.360,519.380,10.170,0.130,2.000,
"East Long Lake",1992,146,1992-05-25,1.40,5,14.820,492.580,9.610,1.140,7.000,
"East Long Lake",1992,146,1992-05-25,2.30,6,14.500,466.710,12.690,0.000,0.000,
"East Long Lake",1992,146,1992-05-25,12.00,7,81.080,1423.620,586.690,0.000,47.000,
"East Long Lake",1992,153,1992-06-01,0.00,1,9.790,351.950,,,,
"East Long Lake",1992,153,1992-06-01,0.30,2,13.640,422.990,,,,
"East Long Lake",1992,153,1992-06-01,0.70,3,15.970,552.450,,,,
"East Long Lake",1992,153,1992-06-01,1.10,4,15.880,602.870,,,,
"East Long Lake",1992,153,1992-06-01,1.50,5,10.350,516.580,,,,
"East Long Lake",1992,153,1992-06-01,2.50,6,12.050,444.120,,,,
"East Long Lake",1992,153,1992-06-01,12.00,7,86.020,1090.220,,,,
"East Long Lake",1992,160,1992-06-08,0.00,1,20.710,490.530,11.450,3.330,4.000,
"East Long Lake",1992,160,1992-06-08,0.30,2,22.540,518.100,12.340,2.540,4.000,
"East Long Lake",1992,160,1992-06-08,0.70,3,18.160,427.850,11.160,2.810,4.000,
"East Long Lake",1992,160,1992-06-08,1.20,4,16.470,453.590,11.910,2.850,3.000,
"East Long Lake",1992,160,1992-06-08,1.60,5,20.350,437.080,14.300,2.130,4.000,
"East Long Lake",1992,160,1992-06-08,2.55,6,12.340,396.460,11.020,2.570,4.000,
"East Long Lake",1992,160,1992-06-08,12.00,7,88.490,1225.570,552.730,2.760,66.000,
"East Long Lake",1992,167,1992-06-15,0.00,1,13.220,583.780,,,,
"East Long Lake",1992,167,1992-06-15,0.30,2,5.820,676.230,,,,
"East Long Lake",1992,167,1992-06-15,0.70,3,5.230,720.600,,,,
"East Long Lake",1992,167,1992-06-15,1.25,4,4.660,761.760,,,,
"East Long Lake",1992,167,1992-06-15,1.70,5,10.800,568.540,,,,
"East Long Lake",1992,167,1992-06-15,2.60,6,15.530,411.780,,,,
"East Long Lake",1992,167,1992-06-15,12.00,7,41.850,1139.260,,,,
"East Long Lake",1992,174,1992-06-22,0.00,1,19.400,735.410,14.610,5.170,8.000,
"East Long Lake",1992,174,1992-06-22,0.30,2,15.540,557.290,24.720,4.710,15.000,
"East Long Lake",1992,174,1992-06-22,0.65,3,15.390,416.660,13.860,0.880,7.000,
"East Long Lake",1992,174,1992-06-22,1.20,4,16.830,425.920,17.220,2.830,9.000,
"East Long Lake",1992,174,1992-06-22,1.50,5,14.100,312.940,11.990,1.770,6.000,
"East Long Lake",1992,174,1992-06-22,2.60,6,15.500,385.540,10.880,0.180,12.000,
"East Long Lake",1992,174,1992-06-22,12.00,7,91.530,1264.240,376.310,1.160,46.000,
"East Long Lake",1992,181,1992-06-29,0.00,1,9.560,534.260,,,,
"East Long Lake",1992,181,1992-06-29,0.25,2,16.280,589.140,,,,
"East Long Lake",1992,181,1992-06-29,0.70,3,13.920,535.590,,,,
"East Long Lake",1992,181,1992-06-29,1.25,4,2.390,524.130,,,,
"East Long Lake",1992,181,1992-06-29,1.70,5,0.000,556.160,,,,
"East Long Lake",1992,181,1992-06-29,2.60,6,5.350,573.190,,,,
"East Long Lake",1992,181,1992-06-29,12.00,7,39.240,1367.980,,,,
"East Long Lake",1992,188,1992-07-06,0.00,1,17.790,523.370,13.960,4.230,4.000,
"East Long Lake",1992,188,1992-07-06,0.25,2,21.540,692.830,13.500,4.830,4.000,
"East Long Lake",1992,188,1992-07-06,0.60,3,20.350,592.040,14.280,3.950,5.000,
"East Long Lake",1992,188,1992-07-06,1.00,4,21.180,571.670,5.090,3.660,3.000,
"East Long Lake",1992,188,1992-07-06,1.40,5,21.930,434.540,18.620,5.930,5.000,
"East Long Lake",1992,188,1992-07-06,2.30,6,21.140,268.570,15.720,8.000,4.000,
"East Long Lake",1992,188,1992-07-06,12.00,7,79.470,792.870,522.320,2.150,34.000,
"East Long Lake",1992,195,1992-07-13,0.00,1,21.050,681.940,,,,
"East Long Lake",1992,195,1992-07-13,0.25,2,21.800,704.610,,,,
"East Long Lake",1992,195,1992-07-13,0.60,3,13.500,683.660,,,,
"East Long Lake",1992,195,1992-07-13,1.00,4,19.590,635.720,,,,
"East Long Lake",1992,195,1992-07-13,1.50,5,12.270,558.110,,,,
"East Long Lake",1992,195,1992-07-13,2.40,6,23.020,590.360,,,,
"East Long Lake",1992,195,1992-07-13,12.00,7,71.000,1201.870,,,,
"East Long Lake",1992,202,1992-07-20,0.00,1,17.190,657.690,14.800,3.930,9.000,
"East Long Lake",1992,202,1992-07-20,0.30,2,17.430,554.780,12.010,3.870,2.000,
"East Long Lake",1992,202,1992-07-20,0.62,3,19.110,487.920,15.730,4.580,9.000,
"East Long Lake",1992,202,1992-07-20,1.20,4,18.000,425.670,13.340,3.620,7.000,
"East Long Lake",1992,202,1992-07-20,1.60,5,17.080,390.740,17.300,3.500,4.000,
"East Long Lake",1992,202,1992-07-20,2.60,6,16.500,422.480,14.590,3.880,3.000,
"East Long Lake",1992,202,1992-07-20,12.00,7,91.170,1120.730,647.400,5.450,31.000,
"East Long Lake",1992,209,1992-07-27,0.00,1,9.730,330.300,,,,
"East Long Lake",1992,209,1992-07-27,0.25,2,11.170,397.480,,,,
"East Long Lake",1992,209,1992-07-27,0.60,3,11.620,476.020,,,,
"East Long Lake",1992,209,1992-07-27,1.10,4,10.950,452.670,,,,
"East Long Lake",1992,209,1992-07-27,1.70,5,11.010,459.790,,,,
"East Long Lake",1992,209,1992-07-27,2.60,6,9.180,418.320,,,,
"East Long Lake",1992,209,1992-07-27,12.00,7,71.970,1285.270,,,,
"East Long Lake",1992,216,1992-08-03,0.00,1,9.270,380.620,21.370,4.780,5.000,
"East Long Lake",1992,216,1992-08-03,0.30,2,20.210,390.710,18.760,4.170,7.000,
"East Long Lake",1992,216,1992-08-03,0.70,3,13.180,473.590,20.690,4.610,11.000,
"East Long Lake",1992,216,1992-08-03,1.30,4,12.510,551.600,15.040,5.310,5.000,
"East Long Lake",1992,216,1992-08-03,1.70,5,19.330,462.180,17.280,4.450,8.000,
"East Long Lake",1992,216,1992-08-03,2.60,6,14.410,523.470,14.530,4.010,3.000,
"East Long Lake",1992,216,1992-08-03,12.00,7,84.550,1245.900,691.170,6.360,32.000,
"East Long Lake",1992,223,1992-08-10,0.00,1,11.500,602.690,,,,
"East Long Lake",1992,223,1992-08-10,0.40,2,17.000,549.770,,,,
"East Long Lake",1992,223,1992-08-10,0.70,3,17.160,474.420,,,,
"East Long Lake",1992,223,1992-08-10,1.20,4,11.170,495.020,,,,
"East Long Lake",1992,223,1992-08-10,1.50,5,19.410,416.570,,,,
"East Long Lake",1992,223,1992-08-10,2.70,6,15.190,311.650,,,,
"East Long Lake",1992,223,1992-08-10,12.00,7,90.100,1044.600,,,,
"East Long Lake",1992,230,1992-08-17,0.00,1,9.350,399.070,22.000,3.660,1.000,
"East Long Lake",1992,230,1992-08-17,0.20,2,11.760,465.790,17.800,2.640,1.000,
"East Long Lake",1992,230,1992-08-17,0.75,3,10.690,489.730,16.070,3.630,1.000,
"East Long Lake",1992,230,1992-08-17,1.30,4,7.300,401.660,11.210,3.310,2.000,
"East Long Lake",1992,230,1992-08-17,1.80,5,12.840,383.000,15.300,2.330,1.000,
"East Long Lake",1992,230,1992-08-17,2.60,6,14.200,233.330,18.580,3.300,2.000,
"East Long Lake",1992,230,1992-08-17,12.00,7,82.910,1106.030,557.900,4.270,35.000,
"East Long Lake",1992,237,1992-08-24,0.00,1,12.360,299.310,,,,
"East Long Lake",1992,237,1992-08-24,0.35,2,11.970,402.250,,,,
"East Long Lake",1992,237,1992-08-24,0.75,3,27.830,482.280,,,,
"East Long Lake",1992,237,1992-08-24,1.35,4,9.750,578.050,,,,
"East Long Lake",1992,237,1992-08-24,1.90,5,10.180,435.940,,,,
"East Long Lake",1992,237,1992-08-24,2.75,6,15.210,386.830,,,,
"East Long Lake",1992,237,1992-08-24,12.00,7,87.040,1118.260,,,,
"East Long Lake",1992,244,1992-08-31,0.00,1,8.550,661.830,,,,
"East Long Lake",1992,244,1992-08-31,0.37,2,7.460,373.530,,,,
"East Long Lake",1992,244,1992-08-31,0.70,3,11.230,445.000,,,,
"East Long Lake",1992,244,1992-08-31,1.30,4,22.990,479.290,,,,
"East Long Lake",1992,244,1992-08-31,1.70,5,10.940,453.380,,,,
"East Long Lake",1992,244,1992-08-31,2.85,6,5.070,395.260,,,,
"East Long Lake",1992,244,1992-08-31,12.00,7,94.450,1183.630,,,,
"East Long Lake",1992,251,1992-09-07,0.00,1,7.160,459.200,,,,
"East Long Lake",1992,251,1992-09-07,0.40,2,0.000,0.000,,,,
"East Long Lake",1992,251,1992-09-07,0.70,3,41.810,516.530,,,,
"East Long Lake",1992,251,1992-09-07,1.35,4,6.030,508.650,,,,
"East Long Lake",1992,251,1992-09-07,1.80,5,9.280,388.570,,,,
"East Long Lake",1992,251,1992-09-07,2.45,6,13.020,389.820,,,,
"East Long Lake",1992,251,1992-09-07,12.00,7,92.840,961.010,,,,
"East Long Lake",1993,137,1993-05-17,0.00,1,17.773,616.026,7.855,2.044,4.000,
"East Long Lake",1993,137,1993-05-17,0.50,2,20.439,621.820,1.836,2.447,5.000,
"East Long Lake",1993,137,1993-05-17,0.70,3,18.846,560.094,0.015,2.138,4.000,
"East Long Lake",1993,137,1993-05-17,0.90,4,20.218,554.450,10.477,2.167,2.000,
"East Long Lake",1993,137,1993-05-17,1.00,5,20.507,504.514,0.680,2.229,2.000,
"East Long Lake",1993,137,1993-05-17,1.80,6,20.055,561.344,3.440,2.135,2.000,
"East Long Lake",1993,137,1993-05-17,12.00,7,120.070,1233.000,602.643,8.784,107.000,
"East Long Lake",1993,144,1993-05-24,0.00,1,28.271,632.725,10.863,3.127,8.000,
"East Long Lake",1993,144,1993-05-24,0.30,2,29.050,590.636,12.351,3.018,8.000,
"East Long Lake",1993,144,1993-05-24,0.50,3,30.377,642.882,6.981,4.767,6.000,
"East Long Lake",1993,144,1993-05-24,0.80,4,25.887,516.042,11.108,2.754,7.000,
"East Long Lake",1993,144,1993-05-24,1.30,5,24.538,461.280,8.197,2.814,5.000,
"East Long Lake",1993,144,1993-05-24,2.00,6,23.966,491.610,11.607,3.044,8.000,
"East Long Lake",1993,144,1993-05-24,12.00,7,128.435,1190.000,564.368,11.151,68.000,
"East Long Lake",1993,151,1993-05-31,0.00,1,28.717,725.934,6.036,2.383,5.000,
"East Long Lake",1993,151,1993-05-31,0.35,2,30.005,694.475,4.301,1.939,5.000,
"East Long Lake",1993,151,1993-05-31,0.45,3,28.272,717.528,7.797,1.921,3.000,
"East Long Lake",1993,151,1993-05-31,0.90,4,26.925,713.427,6.158,1.793,4.000,
"East Long Lake",1993,151,1993-05-31,1.25,5,29.354,651.556,4.976,2.154,4.000,
"East Long Lake",1993,151,1993-05-31,2.00,6,29.705,667.277,12.944,2.207,5.000,
"East Long Lake",1993,151,1993-05-31,12.00,7,107.619,1065.000,436.000,12.285,69.000,
"East Long Lake",1993,158,1993-06-07,0.00,1,46.746,803.730,18.596,9.335,12.000,
"East Long Lake",1993,158,1993-06-07,0.10,2,41.261,743.037,12.327,7.118,4.000,
"East Long Lake",1993,158,1993-06-07,0.30,3,52.080,751.282,10.673,7.301,5.000,
"East Long Lake",1993,158,1993-06-07,0.80,4,46.511,736.654,10.323,6.897,4.000,
"East Long Lake",1993,158,1993-06-07,1.30,5,37.928,675.219,16.770,18.763,5.000,
"East Long Lake",1993,158,1993-06-07,2.10,6,34.536,672.854,18.546,7.020,5.000,
"East Long Lake",1993,158,1993-06-07,12.00,7,118.218,1203.000,498.000,4.580,59.000,
"East Long Lake",1993,165,1993-06-14,0.00,1,18.376,666.732,25.788,5.039,3.000,
"East Long Lake",1993,165,1993-06-14,0.30,2,23.031,525.459,12.373,4.671,2.000,
"East Long Lake",1993,165,1993-06-14,0.50,3,22.318,628.185,11.005,3.767,3.000,
"East Long Lake",1993,165,1993-06-14,0.90,4,22.884,606.074,50.692,5.075,1.000,
"East Long Lake",1993,165,1993-06-14,1.30,5,26.747,575.702,18.830,6.815,2.000,
"East Long Lake",1993,165,1993-06-14,2.00,6,21.865,672.465,34.761,46.191,3.000,
"East Long Lake",1993,165,1993-06-14,12.00,7,130.610,1227.000,615.000,5.349,73.000,
"East Long Lake",1993,172,1993-06-21,0.00,1,25.381,633.050,98.621,58.729,3.000,
"East Long Lake",1993,172,1993-06-21,0.25,2,26.851,678.886,93.730,61.210,5.000,
"East Long Lake",1993,172,1993-06-21,0.50,3,31.305,693.856,97.306,60.703,4.000,
"East Long Lake",1993,172,1993-06-21,0.80,4,25.612,633.187,94.272,59.925,3.000,
"East Long Lake",1993,172,1993-06-21,1.30,5,25.577,639.329,89.160,58.092,2.000,
"East Long Lake",1993,172,1993-06-21,1.90,6,68.694,722.435,108.320,56.463,9.000,
"East Long Lake",1993,172,1993-06-21,12.00,7,147.326,1339.000,627.089,5.795,66.000,
"East Long Lake",1993,179,1993-06-28,0.00,1,30.810,681.915,136.689,80.887,8.000,
"East Long Lake",1993,179,1993-06-28,0.20,2,39.714,631.616,116.936,80.653,6.000,
"East Long Lake",1993,179,1993-06-28,0.40,3,39.569,621.998,136.362,75.997,8.000,
"East Long Lake",1993,179,1993-06-28,0.75,4,26.889,644.254,123.811,77.651,8.000,
"East Long Lake",1993,179,1993-06-28,1.00,5,29.226,599.456,128.142,78.610,7.000,
"East Long Lake",1993,179,1993-06-28,2.40,6,71.851,790.326,279.902,161.312,41.000,
"East Long Lake",1993,179,1993-06-28,12.00,7,137.288,1066.000,561.842,6.102,60.000,
"East Long Lake",1993,186,1993-07-05,0.00,1,40.998,639.126,,,1.000,
"East Long Lake",1993,186,1993-07-05,0.20,2,42.826,789.504,,,1.000,
"East Long Lake",1993,186,1993-07-05,0.40,3,51.295,697.646,,,1.000,
"East Long Lake",1993,186,1993-07-05,0.70,4,45.524,720.500,,,1.000,
"East Long Lake",1993,186,1993-07-05,0.90,5,38.056,622.985,,,0.000,
"East Long Lake",1993,186,1993-07-05,1.70,6,37.345,652.730,,,1.000,
"East Long Lake",1993,186,1993-07-05,12.00,7,141.030,1162.000,,,49.000,
"East Long Lake",1993,193,1993-07-12,0.00,1,32.354,673.619,,,3.000,
"East Long Lake",1993,193,1993-07-12,0.30,2,38.417,847.996,,,2.000,
"East Long Lake",1993,193,1993-07-12,0.40,3,32.802,767.903,,,1.000,
"East Long Lake",1993,193,1993-07-12,0.70,4,33.998,665.357,,,3.000,
"East Long Lake",1993,193,1993-07-12,0.95,5,44.389,544.237,,,0.000,
"East Long Lake",1993,193,1993-07-12,1.50,6,31.245,578.613,,,3.000,
"East Long Lake",1993,193,1993-07-12,12.00,7,158.031,1090.000,,,59.000,
"East Long Lake",1993,200,1993-07-19,0.00,1,35.170,762.198,,,3.000,
"East Long Lake",1993,200,1993-07-19,0.20,2,31.771,,,,1.000,
"East Long Lake",1993,200,1993-07-19,0.30,3,27.051,,,,2.000,
"East Long Lake",1993,200,1993-07-19,0.60,4,33.345,,,,2.000,
"East Long Lake",1993,200,1993-07-19,0.80,5,38.939,,,,3.000,
"East Long Lake",1993,200,1993-07-19,1.50,6,33.539,892.628,,,2.000,
"East Long Lake",1993,200,1993-07-19,12.00,7,136.805,1329.000,,,56.000,
"East Long Lake",1993,207,1993-07-26,0.00,1,29.006,762.998,58.068,81.426,5.000,
"East Long Lake",1993,207,1993-07-26,0.20,2,28.656,,58.035,80.056,5.000,
"East Long Lake",1993,207,1993-07-26,0.40,3,29.999,,55.908,79.989,2.000,
"East Long Lake",1993,207,1993-07-26,0.70,4,36.358,,68.881,80.500,3.000,
"East Long Lake",1993,207,1993-07-26,0.90,5,33.863,,57.835,79.231,4.000,
"East Long Lake",1993,207,1993-07-26,1.50,6,28.334,733.079,59.194,75.433,1.000,
"East Long Lake",1993,207,1993-07-26,12.00,7,160.938,1566.092,948.000,6.707,115.000,
"East Long Lake",1993,214,1993-08-02,0.00,1,23.416,895.540,166.947,94.402,9.000,
"East Long Lake",1993,214,1993-08-02,0.20,2,21.496,,165.428,93.408,8.000,
"East Long Lake",1993,214,1993-08-02,0.40,3,21.865,,171.543,93.445,7.000,
"East Long Lake",1993,214,1993-08-02,0.70,4,21.929,,154.928,93.520,8.000,
"East Long Lake",1993,214,1993-08-02,1.00,5,22.027,,168.252,94.676,6.000,
"East Long Lake",1993,214,1993-08-02,1.80,6,22.624,806.714,158.934,92.443,6.000,
"East Long Lake",1993,214,1993-08-02,12.00,7,141.397,1329.819,817.000,8.409,91.000,
"East Long Lake",1993,221,1993-08-09,0.00,1,23.238,819.938,205.544,86.158,4.000,
"East Long Lake",1993,221,1993-08-09,0.25,2,21.679,,224.470,89.704,3.000,
"East Long Lake",1993,221,1993-08-09,0.45,3,25.426,,224.180,96.104,4.000,
"East Long Lake",1993,221,1993-08-09,0.75,4,26.089,,241.533,88.338,4.000,
"East Long Lake",1993,221,1993-08-09,1.00,5,23.317,,768.000,88.045,5.000,
