lakeid,year4,daynum,sampledate,depth,rep,sta,wtemp,o2,o2sat,cond,deck,light,frlight,chlor,phaeo,flagwtemp,flago2,flago2sat,flagcond,flagdeck,flaglight,flagfrlight,flagchlor,flagphaeo
"LR",2000,171,2000-06-19,7.000,1,1,8.100,1.100,9.900,,581,8.090,0.020,,,"J","J",,,,,,,
"LR",2000,171,2000-06-19,7.500,1,1,,,,,572,5.270,0.013,,,,,,,,,,,
"LR",2000,171,2000-06-19,8.000,1,1,7.200,0.300,2.600,,565,2.910,0.007,34.400,18.600,"J","J",,,,,,,
"LR",2000,171,2000-06-19,8.500,1,1,,,,,500,1.320,0.004,,,,,,,,,,,
"LR",2000,171,2000-06-19,9.000,1,1,6.900,0.200,1.700,,,,,75.400,19.300,"J","J",,,,,,,
"LR",2000,187,2000-07-05,0.000,1,1,24.400,8.500,108.000,,519,312.400,1.000,3.800,0.900,,,,,,,,,
"LR",2000,187,2000-07-05,0.000,1,2,23.500,8.500,106.200,,1331,1004.000,1.000,4.800,1.400,,,,,,,,,
"LR",2000,187,2000-07-05,0.500,1,1,,,,,519,211.100,0.675,,,,,,,,,,,
"LR",2000,187,2000-07-05,0.500,1,2,,,,,1489,770.000,0.686,,,,,,,,,,,
"LR",2000,187,2000-07-05,1.000,1,1,24.000,8.600,108.400,,519,137.700,0.440,,,,,,,,,,,
"LR",2000,187,2000-07-05,1.000,1,2,23.400,8.400,104.700,,1498,468.400,0.414,,,,,,,,,,,
"LR",2000,187,2000-07-05,1.500,1,1,,,,,520,104.000,0.332,,,,,,,,,,,
"LR",2000,187,2000-07-05,1.500,1,2,,,,,1358,261.600,0.255,,,,,,,,,,,
"LR",2000,187,2000-07-05,2.000,1,1,22.800,8.800,108.500,,523,84.600,0.269,3.300,0.600,,,,,,,,,
"LR",2000,187,2000-07-05,2.000,1,2,22.600,8.700,106.800,,1184,174.100,0.195,8.700,2.500,,,,,,,,,
"LR",2000,187,2000-07-05,2.500,1,1,,,,,521,62.720,0.200,,,,,,,,,,,
"LR",2000,187,2000-07-05,2.500,1,2,,,,,1060,106.600,0.133,,,,,,,,,,,
"LR",2000,187,2000-07-05,3.000,1,1,21.600,8.600,103.600,,521,52.740,0.168,,,,,,,,,,,
"LR",2000,187,2000-07-05,3.000,1,2,21.800,8.000,96.700,,1063,77.200,0.096,,,,,,,,,,,
"LR",2000,187,2000-07-05,3.500,1,1,,,,,522,41.540,0.132,,,,,,,,,,,
"LR",2000,187,2000-07-05,3.500,1,2,,,,,983,54.780,0.074,,,,,,,,,,,
"LR",2000,187,2000-07-05,4.000,1,1,19.500,8.700,100.500,,523,34.000,0.108,5.500,1.600,,,,,,,,,
"LR",2000,187,2000-07-05,4.000,1,2,20.500,5.800,68.400,,1199,51.740,0.057,4.900,2.600,,,,,,,,"K","K"
"LR",2000,187,2000-07-05,4.500,1,1,,,,,525,25.680,0.081,,,,,,,,,,,
"LR",2000,187,2000-07-05,4.500,1,2,,,,,1157,35.720,0.041,,,,,,,,,,,
"LR",2000,187,2000-07-05,5.000,1,1,15.000,6.900,72.600,,527,20.340,0.064,,,,,,,,,,,
"LR",2000,187,2000-07-05,5.000,1,2,18.300,3.100,35.000,,1286,29.560,0.030,,,,,,,,,,,
"LR",2000,187,2000-07-05,5.500,1,1,,,,,529,13.390,0.042,,,,,,,,,,,
"LR",2000,187,2000-07-05,5.500,1,2,,,,,1207,17.570,0.019,,,,,,,,,,,
"LR",2000,187,2000-07-05,6.000,1,1,11.200,4.500,43.500,,531,10.510,0.033,8.100,3.900,,,,,,,,,
"LR",2000,187,2000-07-05,6.000,1,2,15.000,0.200,2.100,,1295,10.630,0.011,26.900,12.600,,,,,,,,,"L"
"LR",2000,187,2000-07-05,6.000,2,2,,,,,,,,30.700,17.200,,,,,,,,,
"LR",2000,187,2000-07-05,6.500,1,1,,,,,534,7.530,0.023,,,,,,,,,,,
"LR",2000,187,2000-07-05,7.000,1,1,8.600,0.800,7.300,,536,5.540,0.017,,,,,,,,,,,
"LR",2000,187,2000-07-05,7.500,1,1,,,,,537,3.170,0.010,,,,,,,,,,,
"LR",2000,187,2000-07-05,8.000,1,1,7.600,0.300,2.700,,539,1.640,0.005,83.200,23.100,,,,,,,,,
"LR",2000,187,2000-07-05,8.500,1,1,,,,,545,0.200,0.000,,,,,,,,,,,
"LR",2000,187,2000-07-05,9.000,1,1,7.300,0.300,2.600,,,,,115.600,32.300,,,,,,,,,
"LR",2000,199,2000-07-17,0.000,1,1,24.800,7.900,101.100,,1539,1263.000,1.000,2.100,0.900,,,,,,,,,
"LR",2000,199,2000-07-17,0.000,1,2,24.900,8.300,106.400,,1810,1297.000,1.000,6.000,0.600,,,,,,,,,
"LR",2000,199,2000-07-17,0.500,1,1,,,,,1533,895.000,0.712,,,,,,,,,,,
"LR",2000,199,2000-07-17,0.500,1,2,,,,,1817,838.000,0.644,,,,,,,,,,,
"LR",2000,199,2000-07-17,1.000,1,1,24.700,8.000,102.200,,1557,671.900,0.526,,,,,,,,,,,
"LR",2000,199,2000-07-17,1.000,1,2,25.000,8.400,107.900,,1812,572.600,0.441,,,,,,,,,,,
"LR",2000,199,2000-07-17,1.500,1,1,,,,,1567,478.300,0.372,,,,,,,,,,,
"LR",2000,199,2000-07-17,1.500,1,2,,,,,1791,456.200,0.355,,,,,,,,,,,
"LR",2000,199,2000-07-17,2.000,1,1,24.400,7.900,100.400,,1598,412.900,0.315,3.700,-0.200,,,,,,,,,
"LR",2000,199,2000-07-17,2.000,1,2,24.900,8.400,107.700,,1788,274.900,0.215,5.900,0.600,,,,,,,,,
"LR",2000,199,2000-07-17,2.500,1,1,,,,,1603,300.500,0.228,,,,,,,,,,,
"LR",2000,199,2000-07-17,2.500,1,2,,,,,1805,205.100,0.159,,,,,,,,,,,
"LR",2000,199,2000-07-17,3.000,1,1,23.500,8.100,101.200,,1583,202.600,0.156,,,,,,,,,,,
"LR",2000,199,2000-07-17,3.000,1,2,24.900,8.500,109.000,,1813,172.900,0.133,,,,,,,,,,,
"LR",2000,199,2000-07-17,3.500,1,1,,,,,1543,133.300,0.105,,,,,,,,,,,
"LR",2000,199,2000-07-17,3.500,1,2,,,,,1806,125.400,0.097,,,,,,,,,,,
"LR",2000,199,2000-07-17,4.000,1,1,20.600,7.300,86.200,,1523,105.000,0.084,5.200,2.000,,,,,,,,,
"LR",2000,199,2000-07-17,4.000,1,2,22.200,3.300,40.200,,1761,83.300,0.066,7.400,1.900,,,,,,,,,
"LR",2000,199,2000-07-17,4.500,1,1,,,,,1525,77.200,0.062,,,,,,,,,,,
"LR",2000,199,2000-07-17,4.500,1,2,,,,,1768,54.950,0.043,,,,,,,,,,,
"LR",2000,199,2000-07-17,5.000,1,1,16.200,5.500,59.400,,1542,59.520,0.047,,,,,,,,,,,
"LR",2000,199,2000-07-17,5.000,1,2,18.800,1.900,21.600,,1794,30.680,0.024,,,,,,,,,,,
"LR",2000,199,2000-07-17,5.500,1,1,,,,,1532,40.780,0.032,,,,,,,,,,,
"LR",2000,199,2000-07-17,5.500,1,2,,,,,1812,14.100,0.011,,,,,,,,,,,
"LR",2000,199,2000-07-17,6.000,1,1,12.000,4.000,39.400,,1526,35.250,0.028,6.200,2.900,,,,,,,,,
"LR",2000,199,2000-07-17,6.000,1,2,15.500,0.200,2.100,,1810,4.990,0.004,121.700,9.200,,,,,,,,,
"LR",2000,199,2000-07-17,6.500,1,1,,,,,1521,24.060,0.019,,,,,,,,,,,
"LR",2000,199,2000-07-17,7.000,1,1,9.400,2.000,18.500,,1524,15.130,0.012,,,,,,,,,,,
"LR",2000,199,2000-07-17,7.500,1,1,,,,,1530,9.240,0.007,,,,,,,,,,,
"LR",2000,199,2000-07-17,8.000,1,1,7.800,0.300,2.700,,1569,4.240,0.003,267.900,9.200,,,,,,,,,
"LR",2000,199,2000-07-17,8.000,2,1,,,,,,,,191.400,11.800,,,,,,,,,
"LR",2000,199,2000-07-17,8.500,1,1,,,,,1534,0.460,0.000,,,,,,,,,,,
"LR",2000,199,2000-07-17,9.000,1,1,7.400,0.200,1.800,,,,,186.000,4.000,,,,,,,,,
"LR",2000,213,2000-07-31,0.000,1,1,25.400,7.900,102.200,,1738,1252.000,1.000,3.300,0.500,,,,,,,,,
"LR",2000,213,2000-07-31,0.000,1,2,24.400,7.900,100.400,,1086,881.000,1.000,4.000,1.000,,,,,,,,,
"LR",2000,213,2000-07-31,0.500,1,1,,,,,1737,959.000,0.766,,,,,,,,,,,
"LR",2000,213,2000-07-31,0.500,1,2,,,,,1165,618.300,0.653,,,,,,,,,,,
"LR",2000,213,2000-07-31,1.000,1,1,23.900,7.800,98.200,,1747,669.800,0.532,,,,,,,,,,,
"LR",2000,213,2000-07-31,1.000,1,2,23.900,7.800,98.200,,893,285.500,0.394,,,,,,,,,,,
"LR",2000,213,2000-07-31,1.500,1,1,,,,,1738,500.800,0.400,,,,,,,,,,,
"LR",2000,213,2000-07-31,1.500,1,2,,,,,1303,308.500,0.292,,,,,,,,,,,
"LR",2000,213,2000-07-31,2.000,1,1,23.200,8.100,100.600,,1743,400.300,0.319,3.000,1.600,,,,,,,,,
"LR",2000,213,2000-07-31,2.000,1,2,23.300,8.000,99.500,,1058,156.400,0.182,4.500,1.300,,,,,,,,,
"LR",2000,213,2000-07-31,2.500,1,1,,,,,1746,308.600,0.245,,,,,,,,,,,
"LR",2000,213,2000-07-31,2.500,1,2,,,,,1098,104.300,0.117,,,,,,,,,,,
"LR",2000,213,2000-07-31,3.000,1,1,22.300,8.000,97.700,,1753,250.700,0.198,,,,,,,,,,,
"LR",2000,213,2000-07-31,3.000,1,2,22.400,7.700,94.200,,840,66.910,0.098,,,,,,,,,,,
"LR",2000,213,2000-07-31,3.500,1,1,,,,,1749,174.200,0.138,,,,,,,,,,,
"LR",2000,213,2000-07-31,3.500,1,2,,,,,694,33.060,0.059,,,,,,,,,,,
"LR",2000,213,2000-07-31,4.000,1,1,21.200,6.600,78.900,,1746,136.800,0.109,5.700,2.100,,,,,,,,,
"LR",2000,213,2000-07-31,4.000,1,2,21.200,4.000,47.800,,1047,37.990,0.045,14.400,9.500,,,,,,,,,
"LR",2000,213,2000-07-31,4.500,1,1,,,,,1752,95.900,0.076,,,,,,,,,,,
"LR",2000,213,2000-07-31,4.500,1,2,,,,,859,18.350,0.026,,,,,,,,,,,
"LR",2000,213,2000-07-31,5.000,1,1,17.900,3.000,33.600,,1754,67.920,0.054,,,,,,,,,,,
"LR",2000,213,2000-07-31,5.000,1,2,19.600,1.300,15.000,,688,8.410,0.015,,,,,,,,,,,
"LR",2000,213,2000-07-31,5.500,1,1,,,,,1744,46.050,0.037,,,,,,,,,,,
"LR",2000,213,2000-07-31,5.500,1,2,,,,,715,4.250,0.007,,,,,,,,,,,
"LR",2000,213,2000-07-31,6.000,1,1,13.800,3.400,34.800,,1728,32.170,0.026,20.900,4.700,,,,,,,,,
"LR",2000,213,2000-07-31,6.000,1,2,16.100,0.100,1.100,,731,0.720,0.001,365.200,46.700,,,,,,,,,"L"
"LR",2000,213,2000-07-31,6.000,2,2,,,,,,,,380.200,72.800,,,,,,,,,
"LR",2000,213,2000-07-31,6.500,1,1,,,,,1710,18.880,0.015,,,,,,,,,,,
"LR",2000,213,2000-07-31,7.000,1,1,10.200,1.500,14.200,,1719,12.240,0.010,,,,,,,,,,,
"LR",2000,213,2000-07-31,7.500,1,1,,,,,1724,6.860,0.006,,,,,,,,,,,
"LR",2000,213,2000-07-31,8.000,1,1,8.600,0.100,0.900,,1734,2.550,0.002,150.200,45.400,,,,,,,,,
"LR",2000,213,2000-07-31,8.500,1,1,,,,,1744,-0.690,0.000,,,,,,,,,,,
"LR",2000,213,2000-07-31,9.000,1,1,7.600,0.000,0.000,,,,,214.000,92.700,,,,,,,,,
"LR",2000,227,2000-08-14,0.000,1,1,23.300,7.700,95.800,,837,556.400,1.000,2.600,1.100,,,,,,,,,
"LR",2000,227,2000-08-14,0.000,1,2,24.000,7.400,93.300,,705,519.700,1.000,3.800,1.900,,,,,,,,,
"LR",2000,227,2000-08-14,0.500,1,1,,,,,818,405.400,0.746,,,,,,,,,,,
"LR",2000,227,2000-08-14,0.500,1,2,,,,,702,380.300,0.734,,,,,,,,,,,
"LR",2000,227,2000-08-14,1.000,1,1,23.300,7.600,94.600,,997,348.400,0.526,,,,,,,,,,,
"LR",2000,227,2000-08-14,1.000,1,2,23.800,7.400,93.000,,872,339.100,0.527,,,,,,,,,,,
"LR",2000,227,2000-08-14,1.500,1,1,,,,,881,219.300,0.374,,,,,,,,,,,
"LR",2000,227,2000-08-14,1.500,1,2,,,,,1485,451.400,0.412,,,,,,,,,,,
"LR",2000,227,2000-08-14,2.000,1,1,23.200,7.500,93.100,,910,182.400,0.301,2.900,1.300,,,,,,,,,
"LR",2000,227,2000-08-14,2.000,1,2,23.700,7.500,94.000,,1329,332.800,0.340,5.700,0.000,,,,,,,,,
"LR",2000,227,2000-08-14,2.500,1,1,,,,,865,129.900,0.226,,,,,,,,,,,
"LR",2000,227,2000-08-14,2.500,1,2,,,,,1386,223.600,0.219,,,,,,,,,,,
"LR",2000,227,2000-08-14,3.000,1,1,23.100,7.400,91.700,,843,101.600,0.181,,,,,,,,,,,
"LR",2000,227,2000-08-14,3.000,1,2,23.500,6.700,83.700,,1248,176.500,0.192,,,,,,,,,,,
"LR",2000,227,2000-08-14,3.500,1,1,,,,,860,74.600,0.130,,,,,,,,,,,
"LR",2000,227,2000-08-14,3.500,1,2,,,,,967,93.400,0.131,,,,,,,,,,,
"LR",2000,227,2000-08-14,4.000,1,1,22.400,6.500,79.500,,862,62.340,0.109,4.600,1.400,,,,,,,,,
"LR",2000,227,2000-08-14,4.000,1,2,22.500,5.200,63.700,,1125,80.900,0.098,7.400,2.100,,,,,,,,,
"LR",2000,227,2000-08-14,4.500,1,1,,,,,773,40.970,0.080,,,,,,,,,,,
"LR",2000,227,2000-08-14,4.500,1,2,,,,,973,45.060,0.063,,,,,,,,,,,
"LR",2000,227,2000-08-14,5.000,1,1,18.700,2.500,28.400,,669,26.030,0.059,,,,,,,,,,,
"LR",2000,227,2000-08-14,5.000,1,2,20.000,0.700,8.200,,1073,36.770,0.047,,,,,,,,,,,
"LR",2000,227,2000-08-14,5.500,1,1,,,,,654,18.740,0.043,,,,,,,,,,,
"LR",2000,227,2000-08-14,5.500,1,2,,,,,1394,23.610,0.023,,,,,,,,,,,
"LR",2000,227,2000-08-14,6.000,1,1,14.700,2.800,29.300,,648,13.490,0.031,8.900,5.300,,,,,,,,,
"LR",2000,227,2000-08-14,6.000,1,2,16.800,0.100,1.100,,1349,5.920,0.006,650.900,-63.700,,,,,,,,,"K"
"LR",2000,227,2000-08-14,6.500,1,1,,,,,648,9.300,0.022,,,,,,,,,,,
"LR",2000,227,2000-08-14,7.000,1,1,11.100,1.800,17.400,,653,6.450,0.015,,,,,,,,,,,
"LR",2000,227,2000-08-14,7.500,1,1,,,,,665,3.010,0.007,,,,,,,,,,,
"LR",2000,227,2000-08-14,8.000,1,1,8.700,0.100,0.900,,663,0.850,0.002,235.200,32.000,,,,,,,,,"L"
"LR",2000,227,2000-08-14,8.000,2,1,,,,,,,,233.500,42.400,,,,,,,,,
"LR",2000,227,2000-08-14,8.500,1,1,,,,,660,-0.220,0.000,,,,,,,,,,,
"LR",2000,227,2000-08-14,9.000,1,1,7.700,0.000,0.000,,,,,232.100,44.700,,,,,,,,,
"LR",2000,242,2000-08-29,0.000,1,1,22.500,7.400,90.700,13,,,,1.500,4.100,,,,,"C","C",,,
"LR",2000,242,2000-08-29,0.000,1,2,22.300,8.800,107.400,11,1105,887.000,1.000,3.400,7.600,,,,,,,,,
"LR",2000,242,2000-08-29,0.500,1,1,,,,,,,,,,,,,,"C","C",,,
"LR",2000,242,2000-08-29,0.500,1,2,,,,,1130,680.500,0.751,,,,,,,,,,,
"LR",2000,242,2000-08-29,1.000,1,1,22.500,7.400,90.700,,,,,,,,,,,"C","C",,,
"LR",2000,242,2000-08-29,1.000,1,2,22.300,8.700,106.200,,1233,442.800,0.447,,,,,,,,,,,
"LR",2000,242,2000-08-29,1.500,1,1,,,,,,,,,,,,,,"C","C",,,
"LR",2000,242,2000-08-29,1.500,1,2,,,,,1299,304.000,0.292,,,,,,,,,,,
"LR",2000,242,2000-08-29,2.000,1,1,22.400,7.400,90.500,,,,,2.600,1.400,,,,,"C","C",,,
"LR",2000,242,2000-08-29,2.000,1,2,22.200,8.600,104.800,,1300,229.900,0.220,18.300,-2.100,,,,,,,,,"K"
"LR",2000,242,2000-08-29,2.500,1,1,,,,,,,,,,,,,,"C","C",,,
"LR",2000,242,2000-08-29,2.500,1,2,,,,,1368,133.500,0.122,,,,,,,,,,,
"LR",2000,242,2000-08-29,3.000,1,1,22.200,7.300,88.900,,,,,,,,,,,"C","C",,,
"LR",2000,242,2000-08-29,3.000,1,2,22.200,8.700,106.000,,1373,101.600,0.092,,,,,,,,,,,
"LR",2000,242,2000-08-29,3.500,1,1,,,,,,,,,,,,,,"C","C",,,
"LR",2000,242,2000-08-29,3.500,1,2,,,,,1288,76.700,0.074,,,,,,,,,,,
"LR",2000,242,2000-08-29,4.000,1,1,21.800,6.800,82.200,12,,,,2.900,3.200,,,,,"C","C",,,
"LR",2000,242,2000-08-29,4.000,1,2,21.900,8.000,96.900,11,1387,48.940,0.044,49.600,28.900,,,,,,,,,
"LR",2000,242,2000-08-29,4.000,2,2,,,,11,,,,46.700,29.600,,,,,,,,,
"LR",2000,242,2000-08-29,4.500,1,1,,,,,,,,,,,,,,"C","C",,,
"LR",2000,242,2000-08-29,4.500,1,2,,,,,1332,31.990,0.030,,,,,,,,,,,
"LR",2000,242,2000-08-29,5.000,1,1,20.600,4.400,52.000,,,,,,,,,,,"C","C",,,
"LR",2000,242,2000-08-29,5.000,1,2,18.200,0.200,2.300,,1221,15.140,0.015,,,,,,,,,,,
"LR",2000,242,2000-08-29,5.500,1,1,,,,,,,,,,,,,,"C","C",,,
"LR",2000,242,2000-08-29,5.500,1,2,,,,,1207,5.670,0.006,,,,,,,,,,,
"LR",2000,242,2000-08-29,6.000,1,1,15.400,1.400,14.900,,,,,3.500,5.500,,,,,"C","C",,,
"LR",2000,242,2000-08-29,6.000,1,2,16.400,0.100,1.100,26,1139,1.130,0.001,357.800,382.400,,,,,,,,,
"LR",2000,242,2000-08-29,6.500,1,1,,,,,,,,,,,,,,"C","C",,,
"LR",2000,242,2000-08-29,7.000,1,1,11.000,2.400,23.100,,,,,,,,,,,"C","C",,,
"LR",2000,242,2000-08-29,7.500,1,1,,,,,,,,,,,,,,"C","C",,,
"LR",2000,242,2000-08-29,8.000,1,1,9.100,0.100,0.900,,,,,249.000,145.400,,,,,"C","C",,,
"LR",2000,242,2000-08-29,8.500,1,1,,,,,,,,,,,,,,"C","C",,,
"LR",2000,242,2000-08-29,9.000,1,1,8.200,0.100,0.900,23,,,,361.900,-94.400,,,,,"C","C",,,"K"
"LR",2000,255,2000-09-11,0.000,1,1,20.400,7.800,91.800,,283,182.900,1.000,2.200,2.300,,,,,,,,,
"LR",2000,255,2000-09-11,0.000,1,2,20.700,8.400,99.400,,398,277.200,1.000,9.400,2.000,,,,,,,,,
"LR",2000,255,2000-09-11,0.500,1,1,,,,,282,129.100,0.708,,,,,,,,,,,
"LR",2000,255,2000-09-11,0.500,1,2,,,,,400,189.500,0.680,,,,,,,,,,,
"LR",2000,255,2000-09-11,1.000,1,1,20.300,7.800,91.600,,284,79.000,0.431,,,,,,,,,,,
"LR",2000,255,2000-09-11,1.000,1,2,20.600,8.300,98.000,,395,118.700,0.431,,,,,,,,,,,
"LR",2000,255,2000-09-11,1.500,1,1,,,,,279,63.950,0.354,,,,,,,,,,,
"LR",2000,255,2000-09-11,1.500,1,2,,,,,376,57.050,0.218,,,,,,,,,,,
"LR",2000,255,2000-09-11,2.000,1,1,20.200,7.700,90.200,,283,46.570,0.254,2.700,2.600,,,,,,,,,
"LR",2000,255,2000-09-11,2.000,1,2,19.900,8.400,97.800,,362,35.260,0.140,39.700,22.300,,,,,,,,,
"LR",2000,255,2000-09-11,2.500,1,1,,,,,287,37.090,0.200,,,,,,,,,,,
"LR",2000,255,2000-09-11,2.500,1,2,,,,,352,26.260,0.107,,,,,,,,,,,
"LR",2000,255,2000-09-11,3.000,1,1,19.500,7.400,85.500,,289,27.200,0.146,,,,,,,,,,,
"LR",2000,255,2000-09-11,3.000,1,2,19.300,8.400,96.700,,341,17.460,0.073,,,,,,,,,,,
"LR",2000,255,2000-09-11,3.500,1,1,,,,,293,25.190,0.133,,,,,,,,,,,
"LR",2000,255,2000-09-11,3.500,1,2,,,,,335,11.730,0.050,,,,,,,,,,,
"LR",2000,255,2000-09-11,4.000,1,1,18.900,7.100,81.000,,291,19.390,0.103,1.900,2.700,,,,,,,,,
"LR",2000,255,2000-09-11,4.000,1,2,18.800,8.100,92.300,,329,8.720,0.038,20.600,15.200,,,,,,,,,
"LR",2000,255,2000-09-11,4.500,1,1,,,,,284,14.250,0.078,,,,,,,,,,,
"LR",2000,255,2000-09-11,4.500,1,2,,,,,340,6.350,0.027,,,,,,,,,,,
"LR",2000,255,2000-09-11,5.000,1,1,18.600,6.400,72.600,,282,11.680,0.064,,,,,,,,,,,
"LR",2000,255,2000-09-11,5.000,1,2,18.700,6.800,77.300,,340,4.910,0.021,,,,,,,,,,,
"LR",2000,255,2000-09-11,5.500,1,1,,,,,282,9.040,0.050,,,,,,,,,,,
"LR",2000,255,2000-09-11,5.500,1,2,,,,,334,3.420,0.015,,,,,,,,,,,
"LR",2000,255,2000-09-11,6.000,1,1,16.700,1.900,20.700,,280,6.980,0.039,1.700,3.300,,,,,,,,,
"LR",2000,255,2000-09-11,6.000,1,2,18.300,2.200,24.800,,333,2.120,0.009,10.300,14.600,,,,,,,,,
"LR",2000,255,2000-09-11,6.000,2,2,,,,,,,,9.100,13.300,,,,,,,,,
"LR",2000,255,2000-09-11,6.500,1,1,,,,,279,4.600,0.026,,,,,,,,,,,
"LR",2000,255,2000-09-11,6.500,1,2,,,,,339,1.180,0.005,,,,,,,,,,,
"LR",2000,255,2000-09-11,7.000,1,1,12.400,0.600,6.000,,282,3.380,0.019,,,,,,,,,,,
"LR",2000,255,2000-09-11,7.500,1,1,,,,,283,1.760,0.010,,,,,,,,,,,
"LR",2000,255,2000-09-11,8.000,1,1,10.000,0.200,1.900,,278,0.150,0.000,231.600,138.600,,,,,,,,,
"LR",2000,255,2000-09-11,9.000,1,1,8.500,0.100,0.900,,,,,199.600,160.000,,,,,,,,,
"LR",2000,269,2000-09-25,0.000,1,1,14.800,8.300,86.900,,834,669.300,1.000,1.600,1.100,,,,,,,,,
"LR",2000,269,2000-09-25,0.000,1,2,14.100,8.900,91.800,,1410,1002.000,1.000,5.100,4.000,,,,,,,,,
"LR",2000,269,2000-09-25,0.500,1,1,,,,,1536,813.000,0.658,,,,,,,,,,,
"LR",2000,269,2000-09-25,0.500,1,2,,,,,1477,768.000,0.731,,,,,,,,,,,
"LR",2000,269,2000-09-25,1.000,1,1,14.600,8.100,84.500,,1422,518.800,0.454,,,,,,,,,,,
"LR",2000,269,2000-09-25,1.000,1,2,13.900,8.800,90.400,,1476,475.800,0.454,,,,,,,,,,,
"LR",2000,269,2000-09-25,1.500,1,1,,,,,1389,375.400,0.336,,,,,,,,,,,
"LR",2000,269,2000-09-25,1.500,1,2,,,,,1450,336.300,0.326,,,,,,,,,,,
"LR",2000,269,2000-09-25,2.000,1,1,14.400,8.100,84.100,,680,154.900,0.283,1.700,1.000,,,,,,,,,
"LR",2000,269,2000-09-25,2.000,1,2,13.700,8.900,91.000,,1072,192.700,0.253,15.600,3.800,,,,,,,,,
"LR",2000,269,2000-09-25,2.500,1,1,,,,,533,52.340,0.122,,,,,,,,,,,
"LR",2000,269,2000-09-25,2.500,1,2,,,,,352,39.950,0.160,,,,,,,,,,,
"LR",2000,269,2000-09-25,3.000,1,1,14.300,8.100,83.900,,346,28.070,0.101,,,,,,,,,,,
"LR",2000,269,2000-09-25,3.000,1,2,13.600,8.800,89.800,,347,30.930,0.126,,,,,,,,,,,
"LR",2000,269,2000-09-25,3.500,1,1,,,,,311,20.410,0.082,,,,,,,,,,,
"LR",2000,269,2000-09-25,3.500,1,2,,,,,408,26.270,0.091,,,,,,,,,,,
"LR",2000,269,2000-09-25,4.000,1,1,14.200,8.100,83.800,,276,15.350,0.069,1.500,1.400,,,,,,,,,
"LR",2000,269,2000-09-25,4.000,1,2,13.600,8.800,89.800,,501,23.590,0.066,21.900,-0.400,,,,,,,,,
"LR",2000,269,2000-09-25,4.500,1,1,,,,,268,12.440,0.058,,,,,,,,,,,
"LR",2000,269,2000-09-25,4.500,1,2,,,,,630,22.970,0.051,,,,,,,,,,,
"LR",2000,269,2000-09-25,5.000,1,1,14.100,8.100,83.600,,256,8.930,0.043,,,,,,,,,,,
"LR",2000,269,2000-09-25,5.000,1,2,13.500,8.700,88.600,,979,28.280,0.041,,,,,,,,,,,
"LR",2000,269,2000-09-25,5.500,1,1,,,,,256,7.410,0.036,,,,,,,,,,,
"LR",2000,269,2000-09-25,6.000,1,1,14.000,7.900,81.300,,253,5.390,0.026,1.400,1.900,,,,,,,,,
"LR",2000,269,2000-09-25,6.000,1,2,13.400,8.600,87.400,,,,,12.700,4.100,,,,,,,,"L","L"
"LR",2000,269,2000-09-25,6.000,2,2,,,,,,,,16.400,-0.500,,,,,,,,,
"LR",2000,269,2000-09-25,6.500,1,1,,,,,249,4.510,0.023,,,,,,,,,,,
"LR",2000,269,2000-09-25,7.000,1,1,13.700,6.800,69.500,,243,3.380,0.017,,,,,,,,,,,
"LR",2000,269,2000-09-25,7.500,1,1,,,,,246,1.550,0.008,,,,,,,,,,,
"LR",2000,269,2000-09-25,8.000,1,1,10.300,0.300,2.800,,,,,370.600,62.200,,,,,,,,,
"LR",2000,269,2000-09-25,9.000,1,1,8.800,0.200,1.800,,,,,261.400,54.300,,,,,,,,,
"LR",2000,283,2000-10-09,0.000,1,1,10.600,8.600,82.000,,901,558.900,1.000,3.200,2.200,,,,,"J","J",,,
"LR",2000,283,2000-10-09,0.000,1,2,9.000,9.500,87.200,,1215,722.000,1.000,7.700,2.900,,,,,"J","J",,,
"LR",2000,283,2000-10-09,0.500,1,1,,,,,892,376.400,0.681,,,,,,,"J","J",,,
"LR",2000,283,2000-10-09,0.500,1,2,,,,,1177,545.400,0.780,,,,,,,"J","J",,,
"LR",2000,283,2000-10-09,1.000,1,1,10.400,8.600,81.600,,,,,,,,,,,,,,,
"LR",2000,283,2000-10-09,1.000,1,2,9.000,9.700,89.100,,1184,351.900,0.500,,,,,,,"J","J",,,
"LR",2000,283,2000-10-09,1.500,1,1,,,,,929,182.700,0.317,,,,,,,"J","J",,,
"LR",2000,283,2000-10-09,1.500,1,2,,,,,1195,233.900,0.329,,,,,,,"J","J",,,
"LR",2000,283,2000-10-09,2.000,1,1,10.300,8.600,81.400,,944,131.800,0.225,2.500,2.700,,,,,"J","J",,,
"LR",2000,283,2000-10-09,2.000,1,2,8.900,9.800,89.800,,1194,198.800,0.280,7.300,2.400,,,,,"J","J",,,
"LR",2000,283,2000-10-09,2.500,1,1,,,,,937,94.100,0.162,,,,,,,"J","J",,,
"LR",2000,283,2000-10-09,2.500,1,2,,,,,1198,143.500,0.202,,,,,,,"J","J",,,
"LR",2000,283,2000-10-09,3.000,1,1,10.200,8.700,82.200,,942,70.100,0.120,,,,,,,"J","J",,,
"LR",2000,283,2000-10-09,3.000,1,2,8.800,9.700,88.600,,1197,103.200,0.145,,,,,,,"J","J",,,
"LR",2000,283,2000-10-09,3.500,1,1,,,,,939,40.420,0.069,,,,,,,"J","J",,,
